id,generation,name,type1,type2,total,hp,attack,defense,sp_attack,sp_defense,speed,base_egg_steps,base_happiness,capture_rate,experience_growth,height_m,weight_kg,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,official_class,special_group
756,7,Shiinotic,grass,fairy,405,60,45,80,90,100,30,5120,70,75,1000000,1.0,11.5,1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5,normal,none
757,7,Salandit,poison,fire,320,48,44,40,71,40,77,5120,70,120,1000000,0.6,4.8,0.25,1.0,1.0,1.0,0.25,0.5,0.5,1.0,1.0,0.25,4.0,0.5,1.0,0.5,2.0,2.0,0.5,2.0,normal,none
758,7,Salazzle,poison,fire,480,68,64,60,111,60,117,5120,70,45,1000000,1.2,22.2,0.25,1.0,1.0,1.0,0.25,0.5,0.5,1.0,1.0,0.25,4.0,0.5,1.0,0.5,2.0,2.0,0.5,2.0,normal,none
759,7,Stufful,normal,fighting,340,70,75,50,45,50,50,3840,70,140,1000000,0.5,6.8,0.5,0.5,1.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,normal,none
760,7,Bewear,normal,fighting,500,120,125,80,55,60,60,3840,70,70,1000000,2.1,135.0,0.5,0.5,1.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,normal,none
761,7,Bounsweet,grass,,210,42,30,38,30,38,32,5120,70,235,1059860,0.3,3.2,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,normal,none
762,7,Steenee,grass,,290,52,40,48,40,48,62,5120,70,120,1059860,0.7,8.2,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,normal,none
763,7,Tsareena,grass,,510,72,120,98,50,98,72,5120,70,45,1059860,1.2,21.4,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,normal,none
764,7,Comfey,fairy,,485,51,52,90,82,110,100,5120,70,60,800000,0.1,0.3,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,normal,none
765,7,Oranguru,normal,psychic,490,90,60,80,90,110,60,5120,70,45,1250000,1.5,76.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,normal,none
766,7,Passimian,fighting,,490,100,120,90,40,60,80,5120,70,45,1250000,2.0,82.8,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,normal,none
767,7,Wimpod,bug,water,230,25,35,40,20,30,80,5120,70,90,1000000,0.5,12.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,normal,none
768,7,Golisopod,bug,water,530,75,125,140,60,90,40,5120,70,45,1000000,2.0,108.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,normal,none
769,7,Sandygast,ghost,ground,320,55,55,80,70,45,15,3840,70,140,1000000,0.5,70.0,0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0,normal,none
770,7,Palossand,ghost,ground,480,85,75,110,100,75,35,3840,70,60,1000000,1.3,250.0,0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0,normal,none
771,7,Pyukumuku,water,,410,55,60,130,30,130,5,3840,70,60,800000,0.3,1.2,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,normal,none
772,7,Type: Null,normal,,534,95,95,95,95,95,59,30720,0,3,1250000,1.9,120.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,legendary,none
773,7,Silvally,normal,,570,95,95,95,95,95,95,30720,0,3,1250000,2.3,100.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,legendary,none
774,7,Minior Meteor Form,rock,flying,440,60,60,100,60,100,60,6400,70,30,1059860,0.3,40.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0,normal,none
774,7,Minior Core Form,rock,flying,500,60,100,60,100,60,120,6400,70,30,1059860,0.3,40.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0,normal,none
775,7,Komala,normal,,480,65,115,65,75,95,65,5120,70,45,1250000,0.4,19.9,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,normal,none
776,7,Turtonator,fire,dragon,485,60,78,135,91,85,36,5120,70,70,1000000,2.0,212.0,0.5,1.0,2.0,0.5,1.0,1.0,0.25,1.0,1.0,0.25,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,normal,none
777,7,Togedemaru,electric,steel,435,65,98,63,40,73,96,2560,70,180,1000000,0.3,3.3,0.5,1.0,0.5,0.5,0.5,2.0,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0,normal,none
778,7,Mimikyu,ghost,fairy,476,55,90,80,50,105,96,5120,70,45,1000000,0.2,0.7,0.25,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,normal,none
779,7,Bruxish,water,psychic,475,68,105,70,70,70,92,3840,70,80,1000000,0.9,19.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,normal,none
780,7,Drampa,normal,dragon,485,78,60,85,135,91,36,5120,70,70,1000000,3.0,185.0,1.0,1.0,2.0,0.5,2.0,2.0,0.5,1.0,0.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,normal,none
781,7,Dhelmise,ghost,grass,517,70,131,100,86,90,40,6400,70,25,1000000,3.9,210.0,1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,normal,none
782,7,Jangmo-o,dragon,,300,45,55,65,45,45,45,10240,70,45,1250000,0.6,29.7,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,normal,none
783,7,Hakamo-o,dragon,fighting,420,55,75,90,65,70,65,10240,70,45,1250000,1.2,47.0,0.5,0.5,2.0,0.5,4.0,1.0,0.5,2.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,1.0,0.5,normal,none
784,7,Kommo-o,dragon,fighting,600,75,110,125,100,105,85,10240,70,45,1250000,1.6,78.2,0.5,0.5,2.0,0.5,4.0,1.0,0.5,2.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,1.0,0.5,normal,pseudo_legendary
785,7,Tapu Koko,electric,fairy,570,70,115,85,95,75,130,3840,70,3,1250000,1.8,20.5,0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,legendary,none
786,7,Tapu Lele,psychic,fairy,570,70,85,75,130,115,95,3840,70,3,1250000,1.2,18.6,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,legendary,none
787,7,Tapu Bulu,grass,fairy,570,70,130,115,85,95,75,3840,70,3,1250000,1.9,45.5,1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5,legendary,none
788,7,Tapu Fini,water,fairy,570,70,75,115,95,130,85,3840,70,3,1250000,1.3,21.2,0.5,0.5,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,legendary,none
789,7,Cosmog,psychic,,200,43,29,31,29,31,37,30720,0,45,1250000,0.2,0.1,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,legendary,none
790,7,Cosmoem,psychic,,400,43,29,131,29,131,37,30720,0,45,1250000,0.1,999.9,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,legendary,none
791,7,Solgaleo,psychic,steel,680,137,137,107,113,89,97,30720,0,45,1250000,3.4,230.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,legendary,none
792,7,Lunala,psychic,ghost,680,137,113,89,137,107,97,30720,0,45,1250000,4.0,120.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0,legendary,none
793,7,Nihilego,rock,poison,570,109,53,47,127,131,103,30720,0,45,1250000,1.2,55.5,0.5,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,4.0,1.0,0.5,0.25,2.0,1.0,2.0,2.0,normal,ultra_beast
794,7,Buzzwole,bug,fighting,570,107,139,139,53,53,79,30720,0,45,1250000,2.4,333.6,0.5,0.5,1.0,1.0,2.0,0.5,2.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,normal,ultra_beast
795,7,Pheromosa,bug,fighting,570,71,137,37,137,37,151,30720,0,45,1250000,1.8,25.0,0.5,0.5,1.0,1.0,2.0,0.5,2.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,normal,ultra_beast
796,7,Xurkitree,electric,,570,83,89,71,173,71,83,30720,0,45,1250000,3.8,100.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,normal,ultra_beast
797,7,Celesteela,steel,flying,570,97,101,103,107,101,61,30720,0,45,1250000,9.2,999.9,0.25,1.0,0.5,2.0,0.5,1.0,2.0,0.5,1.0,0.25,0.0,1.0,0.5,0.0,0.5,1.0,0.5,1.0,normal,ultra_beast
798,7,Kartana,grass,steel,570,59,181,131,59,31,109,30720,0,45,1250000,0.3,0.1,1.0,1.0,0.5,0.5,0.5,2.0,4.0,1.0,1.0,0.25,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,normal,ultra_beast
799,7,Guzzlord,dark,dragon,570,223,101,53,97,53,43,30720,0,45,1250000,5.5,888.0,2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,normal,ultra_beast
800,7,Necrozma,psychic,,600,97,107,101,127,89,79,30720,0,255,1250000,2.4,230.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,legendary,none
800,7,Necrozma Dusk Mane Necrozma,psychic,steel,680,97,157,127,113,109,77,30720,0,255,1250000,2.4,230.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,normal,none
800,7,Necrozma Dawn Wings Necrozma,psychic,ghost,680,97,113,109,157,127,77,30720,0,255,1250000,2.4,230.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0,normal,none
800,7,Necrozma Ultra Necrozma,psychic,dragon,754,97,167,97,167,97,129,30720,0,255,1250000,2.4,230.0,2.0,2.0,2.0,0.5,2.0,0.5,0.5,1.0,2.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,normal,none
801,7,Magearna,steel,fairy,600,80,95,115,130,115,65,30720,0,3,1250000,1.0,80.5,0.25,0.5,0.0,1.0,0.5,1.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,mythical,none
802,7,Marshadow,fighting,ghost,600,90,125,80,90,90,125,30720,0,3,1250000,0.7,22.2,0.25,1.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.5,2.0,0.5,1.0,1.0,mythical,none
803,7,Poipole,poison,,420,67,73,67,73,67,73,30720,0,45,1250000,0.6,1.8,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,normal,ultra_beast
804,7,Naganadel,poison,dragon,540,73,73,73,127,73,121,30720,0,45,1250000,3.6,150.0,0.5,1.0,2.0,0.5,1.0,0.5,0.5,1.0,1.0,0.25,2.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,normal,ultra_beast
805,7,Stakataka,rock,steel,570,61,131,211,53,101,13,30720,0,30,1250000,5.5,820.0,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,normal,ultra_beast
806,7,Blacephalon,fire,ghost,570,53,127,53,151,79,107,30720,0,30,1250000,1.8,13.0,0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,normal,ultra_beast
807,7,Zeraora,electric,,600,88,112,75,102,80,143,30720,0,3,1250000,1.5,44.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,mythical,none
808,7,Meltan,steel,,300,46,65,65,55,35,34,30720,0,3,1250000,0.2,8.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,mythical,none
809,7,Melmetal,steel,,600,135,143,143,80,65,34,30720,0,3,1250000,2.5,800.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,mythical,none
810,8,Grookey,grass,,310,50,65,50,40,40,65,5120,50,45,1059860,0.3,5.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,normal,none
811,8,Thwackey,grass,,420,70,85,70,55,60,80,5120,50,45,1059860,0.7,14.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,normal,none
812,8,Rillaboom,grass,,530,100,125,90,60,70,85,5120,50,45,1059860,2.1,90.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,normal,none
813,8,Scorbunny,fire,,310,50,71,40,40,40,69,5120,50,45,1059860,0.3,4.5,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,normal,none
814,8,Raboot,fire,,420,65,86,60,55,60,94,5120,50,45,1059860,0.6,9.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,normal,none
815,8,Cinderace,fire,,530,80,116,75,65,75,119,5120,50,45,1059860,1.4,33.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,normal,none
816,8,Sobble,water,,310,50,40,40,70,40,70,5120,50,45,1059860,0.3,4.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,normal,none
817,8,Drizzile,water,,420,65,60,55,95,55,90,5120,50,45,1059860,0.7,11.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,normal,none
818,8,Inteleon,water,,530,70,85,65,125,65,120,5120,50,45,1059860,1.9,45.2,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,normal,none
819,8,Skwovet,normal,,275,70,55,55,35,35,25,5120,50,255,1000000,0.3,2.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,normal,none
820,8,Greedent,normal,,460,120,95,95,55,75,20,5120,50,90,1000000,0.6,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,normal,none
821,8,Rookidee,flying,,245,38,47,35,33,35,57,3840,50,255,1059860,0.2,1.8,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,normal,none
822,8,Corvisquire,flying,,365,68,67,55,43,55,77,3840,50,120,1059860,0.8,16.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,normal,none
823,8,Corviknight,flying,steel,495,98,87,105,53,85,67,3840,50,45,1059860,2.2,75.0,0.25,1.0,0.5,2.0,0.5,1.0,2.0,0.5,0.5,0.25,0.0,1.0,0.5,0.0,0.5,1.0,0.5,1.0,normal,none
824,8,Blipbug,bug,,180,25,20,20,25,45,45,3840,50,255,1000000,0.4,8.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,normal,none
825,8,Dottler,bug,psychic,335,50,35,80,50,90,30,3840,50,120,1000000,0.4,19.5,2.0,2.0,1.0,1.0,1.0,0.25,2.0,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,normal,none
826,8,Orbeetle,bug,psychic,505,60,45,110,80,120,90,3840,50,45,1000000,0.4,40.8,2.0,2.0,1.0,1.0,1.0,0.25,2.0,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,normal,none
827,8,Nickit,dark,,245,40,28,28,47,52,50,3840,50,255,800000,0.6,8.9,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,normal,none
828,8,Thievul,dark,,455,70,58,58,87,92,90,3840,50,127,800000,1.2,19.9,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,normal,none
829,8,Gossifleur,grass,,250,40,40,60,40,60,10,5120,50,190,1000000,0.4,2.2,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,normal,none
830,8,Eldegoss,grass,,460,60,50,90,80,120,60,5120,50,75,1000000,0.5,2.5,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,normal,none
831,8,Wooloo,normal,,270,42,40,55,40,45,48,3840,50,255,1000000,0.6,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,normal,none
832,8,Dubwool,normal,,490,72,80,100,60,90,88,3840,50,127,1000000,1.3,43.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,normal,none
833,8,Chewtle,water,,284,50,64,50,38,38,44,5120,50,255,1000000,0.3,8.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,normal,none
834,8,Drednaw,water,rock,485,90,115,90,48,68,74,5120,50,75,1000000,1.0,115.5,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,normal,none
835,8,Yamper,electric,,270,59,45,50,40,50,26,5120,50,255,800000,0.3,13.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,normal,none
836,8,Boltund,electric,,490,69,90,60,90,60,121,5120,50,45,800000,1.0,34.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,normal,none
837,8,Rolycoly,rock,,240,30,40,50,40,50,30,3840,50,255,1059860,0.3,12.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,normal,none
838,8,Carkol,rock,fire,410,80,60,90,60,70,50,3840,50,120,1059860,1.1,78.0,0.5,1.0,1.0,1.0,0.5,2.0,0.25,0.5,1.0,1.0,4.0,0.5,0.5,0.5,1.0,2.0,1.0,4.0,normal,none
839,8,Coalossal,rock,fire,510,110,80,120,80,90,30,3840,50,45,1059860,2.8,310.5,0.5,1.0,1.0,1.0,0.5,2.0,0.25,0.5,1.0,1.0,4.0,0.5,0.5,0.5,1.0,2.0,1.0,4.0,normal,none
840,8,Applin,grass,dragon,260,40,40,80,40,40,20,5120,50,255,600000,0.2,0.5,2.0,1.0,2.0,0.25,2.0,1.0,1.0,2.0,1.0,0.25,0.5,4.0,1.0,2.0,1.0,1.0,1.0,0.25,normal,none
841,8,Flapple,grass,dragon,485,70,110,80,95,60,70,5120,50,45,600000,0.3,1.0,2.0,1.0,2.0,0.25,2.0,1.0,1.0,2.0,1.0,0.25,0.5,4.0,1.0,2.0,1.0,1.0,1.0,0.25,normal,none
842,8,Appletun,grass,dragon,485,110,85,80,100,80,30,5120,50,45,600000,0.4,13.0,2.0,1.0,2.0,0.25,2.0,1.0,1.0,2.0,1.0,0.25,0.5,4.0,1.0,2.0,1.0,1.0,1.0,0.25,normal,none
843,8,Silicobra,ground,,315,52,57,75,35,50,46,5120,50,255,1000000,2.2,7.6,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,normal,none
844,8,Sandaconda,ground,,510,72,107,125,65,70,71,5120,50,120,1000000,3.8,65.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,normal,none
845,8,Cramorant,flying,water,475,70,85,55,85,95,85,5120,50,45,1000000,0.8,18.0,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,normal,none
846,8,Arrokuda,water,,280,41,63,40,40,30,66,5120,50,255,1250000,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,normal,none
847,8,Barraskewda,water,,490,61,123,60,60,50,136,5120,50,60,1250000,1.3,30.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,normal,none
848,8,Toxel,electric,poison,242,40,38,35,54,35,40,6400,50,75,1059860,0.4,11.0,0.5,1.0,1.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,4.0,1.0,1.0,0.5,2.0,1.0,0.5,1.0,normal,none
849,8,Toxtricity Amped Form,electric,poison,502,75,98,70,114,70,75,6400,50,45,1059860,1.6,40.0,0.5,1.0,1.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,4.0,1.0,1.0,0.5,2.0,1.0,0.5,1.0,normal,none
849,8,Toxtricity Low Key Form,electric,poison,502,75,98,70,114,70,75,6400,50,45,1059860,1.6,40.0,0.5,1.0,1.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,4.0,1.0,1.0,0.5,2.0,1.0,0.5,1.0,normal,none
850,8,Sizzlipede,fire,bug,305,50,65,45,50,50,45,5120,50,190,1000000,0.7,1.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0.25,1.0,0.5,1.0,1.0,1.0,4.0,0.5,2.0,normal,none
851,8,Centiskorch,fire,bug,525,100,115,65,90,90,65,5120,50,75,1000000,3.0,120.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0.25,1.0,0.5,1.0,1.0,1.0,4.0,0.5,2.0,normal,none
852,8,Clobbopus,fighting,,310,50,68,60,50,50,32,6400,50,180,1059860,0.6,4.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,normal,none
853,8,Grapploct,fighting,,480,80,118,90,70,80,42,6400,50,45,1059860,1.6,39.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,normal,none
854,8,Sinistea,ghost,,308,40,45,45,74,54,50,5120,50,120,1000000,0.1,0.2,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,normal,none
855,8,Polteageist,ghost,,508,60,65,65,134,114,70,5120,50,60,1000000,0.2,0.4,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,normal,none
856,8,Hatenna,psychic,,265,42,30,45,56,53,39,5120,50,235,1250000,0.4,3.4,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,normal,none
857,8,Hattrem,psychic,,370,57,40,65,86,73,49,5120,50,120,1250000,0.6,4.8,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,normal,none
858,8,Hatterene,psychic,fairy,510,57,90,95,136,103,29,5120,50,45,1250000,2.1,5.1,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,normal,none
859,8,Impidimp,dark,fairy,265,45,45,30,55,40,50,5120,50,255,1000000,0.4,5.5,1.0,0.25,0.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,normal,none
